Chapter ID,Character ID,Dialogue,Character Name,Species,Gender,House,Dialogue Length,sadness,joy,love,anger,fear,surprise
2,1,"Sorry about him. He doesn't understand what it's like, lying there day after day, having people press their ugly faces in on you.  Can you...hear me?  It's just...I've never talked to a snake before. Do you...I mean...do you talk to people often?  You're from Burma, aren't you? Was it nice there, do you miss your family?  I see. That's me as well. I never knew my parents, either.",Harry Potter,Human,Male,Gryffindor,382,0.93846875,0.028682888,0.0025523875,0.028384687,0.0014402427,0.00047099314
2,31,"Mummy, dad, come here! You won't believe what this snake is doing!",Dudley Dursley,Human,Male,,66,0.007529791,0.16489872,0.0051883687,0.4958464,0.3199177,0.006618953
2,31,Whoa! Ahh! Ahh!!,Dudley Dursley,Human,Male,,16,0.008490415,0.45270997,0.0056755845,0.46418515,0.05914698,0.009791928
2,161,Thanks.,Student,,,,7,0.011418174,0.8135092,0.007193747,0.15673856,0.010037109,0.00110309
2,1,Anytime.,Harry Potter,Human,Male,Gryffindor,8,0.007243382,0.19521685,0.0054287505,0.75367004,0.03732408,0.0011169416
2,139,SNAKE!,Man,,,,6,0.0050647995,0.032982685,0.0036882234,0.6041304,0.35143518,0.0026987374
2,31,"Mum, mummy!",Dudley Dursley,Human,Male,,11,0.09513506,0.20631886,0.011785245,0.5012631,0.18135788,0.004139852
2,32,AHH!,Petunia Dursley,Human,Female,,4,0.004030786,0.029801037,0.0020583884,0.94598544,0.016293157,0.0018311238
2,31,"Mum, help! Help me!",Dudley Dursley,Human,Male,,19,0.06358552,0.010830696,0.0011459858,0.07353514,0.8491165,0.0017861864
2,32,"My darling boy! How did you get in there?! How did you get in there? Dursley, oh, Dursley!",Petunia Dursley,Human,Female,,90,0.0015507224,0.5851941,0.40951306,0.001358396,0.00091145915,0.001472344
3,32,It's all right. It's all right.,Petunia Dursley,Human,Female,,31,0.020753428,0.8920903,0.0091560185,0.05835661,0.016595732,0.0030478179
3,1,Ow!,Harry Potter,Human,Male,Gryffindor,3,0.0061492817,0.012012362,0.0010510383,0.9735476,0.0061184624,0.001121356
3,21,What happened?!,Vernon Dursley,Human,Male,,15,0.0039791632,0.012841103,0.0012467772,0.69546586,0.28042668,0.006040359
3,1,"I swear I don't know!  One minute, the glass was there and then it was gone! It was like magic!",Harry Potter,Human,Male,Gryffindor,95,0.012433922,0.62544155,0.0029426815,0.3168896,0.039503485,0.002788813
3,21,There's no such thing as magic!,Vernon Dursley,Human,Male,,31,0.024436293,0.77959126,0.006329575,0.1380712,0.04865044,0.0029212458
3,32,"Awww, smile.  Vernon, just look at him. I can't believe it. In just a week you'll be off to Smeltings.",Petunia Dursley,Human,Female,,102,0.0018299742,0.99321294,0.0011601131,0.0018412907,0.0011429548,0.0008126294
3,21,Caveat Smeltona. Proudest moment of my life.,Vernon Dursley,Human,Male,,44,0.0015508367,0.9943731,0.0009938747,0.0017873852,0.0009017767,0.00039303637
3,1,"Will I have to wear that, too?",Harry Potter,Human,Male,Gryffindor,30,0.02245813,0.56995267,0.0064016627,0.22457449,0.1731376,0.0034754837
3,32,"What, you? Go to Smeltings?",Petunia Dursley,Human,Female,,27,0.0031714924,0.031870782,0.0013289249,0.9483365,0.014585344,0.0007070424
3,21,Ha!,Vernon Dursley,Human,Male,,3,0.0085958205,0.17227925,0.0038006592,0.80118155,0.011851235,0.0022914624
3,32,"Oh, don't be so stupid, you're going to the state school where you belong.  And this is what you're gonna be wearing when I've finished dyeing it.",Petunia Dursley,Human,Female,,146,0.16829954,0.58154744,0.006060892,0.22633141,0.015914293,0.0018464555
3,1,But that's Dudley's old uniform. It'll fit me like bits of old Elephant skin.,Harry Potter,Human,Male,Gryffindor,77,0.0332002,0.80826753,0.0097143175,0.12029078,0.02588082,0.0026464274
3,32,It'll fit you well enough. Go get the post.  Go!,Petunia Dursley,Human,Female,,48,0.0023194833,0.9881368,0.0039487984,0.0025612053,0.0025036102,0.00053005473
3,21,"Oh, Marge is ill! Ate a funny whelk.",Vernon Dursley,Human,Male,,36,0.010642249,0.28111297,0.00542364,0.09485964,0.047346376,0.5606152
3,31,Dad! Look! Harry's got a letter!,Dudley Dursley,Human,Male,,32,0.0056477888,0.019163875,0.00082382467,0.96087337,0.012755029,0.0007360484
3,1,"Hey, give it back! It's mine!",Harry Potter,Human,Male,Gryffindor,29,0.008724774,0.89927876,0.0027097077,0.08691986,0.0015502404,0.0008166669
3,21,Yours? Who'd be writing to you?,Vernon Dursley,Human,Male,,31,0.009665306,0.06614395,0.0024069152,0.91612446,0.0049193306,0.00074007694
3,21,No more mail through this letterbox.,Vernon Dursley,Human,Male,,36,0.1667028,0.28830007,0.0135770105,0.5072532,0.02186615,0.0023008112
3,32,"Have a lovely day at the office, dear.",Petunia Dursley,Human,Female,,38,0.002043879,0.19191042,0.8024505,0.0012787352,0.0009307491,0.0013856798
3,21,Shoo! Go on!,Vernon Dursley,Human,Male,,12,0.003042702,0.896053,0.003364481,0.08495158,0.011324487,0.0012637294
3,21,"Fine day Sunday. In my opinion, best day of the week. Why is that, Dudley?",Vernon Dursley,Human,Male,,74,0.00090745836,0.9945194,0.0010243694,0.0022423759,0.0007878039,0.0005187005
3,1,Because there's no post on Sunday?,Harry Potter,Human,Male,Gryffindor,34,0.034437265,0.08618301,0.0025428452,0.85665745,0.019171039,0.0010085038
3,21,"Ah, right you are, Harry. No post on Sunday. Ha! No blasted letters today. No, sir. Not one single bloody letter, not one.  No, sir, not one blasted, miserable-",Vernon Dursley,Human,Male,,160,0.07950927,0.0315844,0.0021617915,0.88210225,0.0034095116,0.0012327348
3,31,AHH! Make it stop! Please make it stop!,Dudley Dursley,Human,Male,,39,0.0026156122,0.018939078,0.0015299337,0.9682189,0.007983858,0.0007126603
3,21,"Go away, ahh!",Vernon Dursley,Human,Male,,13,0.025931396,0.3319205,0.006169406,0.62394154,0.010966452,0.0010706086
3,31,What is it? Please tell me what's happening!,Dudley Dursley,Human,Male,,44,0.0066259746,0.28962862,0.0031080428,0.64398736,0.05434032,0.002309556
3,21,Give me that! Give me that letter!,Vernon Dursley,Human,Male,,34,0.00818597,0.2150468,0.004313026,0.75956225,0.011670464,0.0012215357
3,1,Get off! Ahh!,Harry Potter,Human,Male,Gryffindor,13,0.007545098,0.2698617,0.0042694863,0.68303865,0.03338987,0.0018951404
3,21,Ahh!,Vernon Dursley,Human,Male,,4,0.0068302695,0.83468944,0.0062489477,0.13421543,0.016666634,0.0013492302
3,1,They're my letters! Let go of me!,Harry Potter,Human,Male,Gryffindor,33,0.06500963,0.12218965,0.0032088428,0.8019603,0.0068107615,0.0008208243
3,21,That's it! We're going away! Far away! Where they can't find us!,Vernon Dursley,Human,Male,,64,0.020394236,0.6068861,0.006299012,0.31032884,0.054693058,0.0013987682
3,31,"Daddy's gone mad, hasn't he?!",Dudley Dursley,Human,Male,,29,0.0005640239,0.0005603064,0.00028026156,0.9950972,0.003110263,0.00038787202
4,1,"Make a wish, Harry.",Harry Potter,Human,Male,Gryffindor,19,0.018283969,0.88070256,0.022690672,0.0476121,0.027732417,0.0029783298
4,21,Who's there? Ahh!,Vernon Dursley,Human,Male,,17,0.013026346,0.64448404,0.0032844162,0.28447965,0.05221176,0.0025137828
4,5,Sorry 'bout that.,Rubeus Hagrid,Half-Human/Half-Giant,Male,Gryffindor,17,0.03854837,0.05719746,0.006312964,0.8905008,0.0052272435,0.002213235
4,21,"I demand that you leave at once, sir! You are breaking and entering!",Vernon Dursley,Human,Male,,68,0.0008586025,0.0035187798,0.0008431081,0.98508435,0.00902576,0.00066940003
4,5,"Dry up, Dursley, you great prune.  Boy, I haven't seen you since you was a baby, Harry, but you're a bit more along than I would have expected. Particularly 'round the middle!",Rubeus Hagrid,Half-Human/Half-Giant,Male,Gryffindor,175,0.009456569,0.9780342,0.0039770305,0.0056245383,0.0021099977,0.00079770514
4,31,I-I-I'm not Harry.,Dudley Dursley,Human,Male,,18,0.09816394,0.24666709,0.007843246,0.49473384,0.14904106,0.0035508212
4,1,I-I am.,Harry Potter,Human,Male,Gryffindor,7,0.041934073,0.29272738,0.005228926,0.54735845,0.108802214,0.003948934
4,5,"Oh, well, of course you are! Got something for ya. 'Fraid I might have sat on it at some point! I imagine that it'll taste fine just the same. Ahh. Baked it myself.  Words and all. Heh.",Rubeus Hagrid,Half-Human/Half-Giant,Male,Gryffindor,185,0.0013183461,0.9951309,0.0010268847,0.0014471731,0.00066891557,0.00040786082
4,1,Thank you!,Harry Potter,Human,Male,Gryffindor,10,0.00062314497,0.98220843,0.01372659,0.0023736032,0.0004608374,0.00060736225
4,5,"It's not every day that your young man turns eleven, now is it?",Rubeus Hagrid,Half-Human/Half-Giant,Male,Gryffindor,63,0.037263073,0.6907035,0.004718317,0.19385359,0.07040118,0.0030602713
4,1,"Excuse me, who are you?",Harry Potter,Human,Male,Gryffindor,23,0.0022312466,0.035667267,0.002073692,0.9358748,0.022811908,0.0013411056
4,5,"Rubeus Hagrid. Keeper of keys and grounds at Hogwarts. Course, you'll know all about Hogwarts.",Rubeus Hagrid,Half-Human/Half-Giant,Male,Gryffindor,94,0.02922908,0.41068488,0.01407919,0.117227145,0.4222853,0.0064944657
4,1,"Sorry, no.",Harry Potter,Human,Male,Gryffindor,10,0.15455157,0.3156391,0.014576557,0.48243347,0.02931176,0.003487563
4,5,"No? Blimey, Harry, didn't you ever wonder where your mum and dad learned it all?",Rubeus Hagrid,Half-Human/Half-Giant,Male,Gryffindor,80,0.02113194,0.8832134,0.004604944,0.048300978,0.040174846,0.002573859
4,1,Learned what?,Harry Potter,Human,Male,Gryffindor,13,0.027701098,0.27987766,0.0025842318,0.30545515,0.3785628,0.0058190594
4,5,"You're a wizard, Harry.",Rubeus Hagrid,Half-Human/Half-Giant,Male,Gryffindor,23,0.020789875,0.33846653,0.009403633,0.5357569,0.09133483,0.00424827
4,1,I-I'm a what?,Harry Potter,Human,Male,Gryffindor,13,0.013446981,0.09750089,0.002165128,0.7044258,0.17913494,0.0033263376
4,5,"A wizard. And a thumping good one at that, I'd wager. Once you train up a little.",Rubeus Hagrid,Half-Human/Half-Giant,Male,Gryffindor,81,0.00941947,0.9077824,0.0073827486,0.054227214,0.018687485,0.0025007585
4,1,"No, you've made a mistake. I can't be...a-a wizard. I mean, I'm just... Harry. Just Harry.",Harry Potter,Human,Male,Gryffindor,90,0.016091786,0.14281863,0.005704631,0.7432118,0.08917023,0.0030028385
4,5,"Well, just Harry. Did you ever make anything happen? Anything you couldn't explain when you were angry or scared?  Ah.",Rubeus Hagrid,Half-Human/Half-Giant,Male,Gryffindor,118,0.0016504304,0.0063942797,0.00074664684,0.98030853,0.010230087,0.00067008537
4,1,"Dear, Mr. Potter. We are pleased to inform you that you have been accepted at Hogwarts' School of Witchcraft and Wizardry.",Harry Potter,Human,Male,Gryffindor,122,0.00090008404,0.9889653,0.004112464,0.0020700027,0.002998851,0.0009533197
4,21,"He'll not be going! We swore when we took him in, we'd put a stop to this rubbish!",Vernon Dursley,Human,Male,,82,0.0030060075,0.03450787,0.0013553319,0.95068717,0.009759683,0.0006839553
4,1,You knew? You knew all along and you never told me?,Harry Potter,Human,Male,Gryffindor,51,0.0343181,0.36056405,0.00867331,0.5469132,0.04710225,0.002429066
4,32,"Of course we knew. How could you not be? My perfect sister being who she was. Oh, my mother and father were so proud the day she got her letter. We have a witch in the family. Isn't it wonderful? I was the only one to see her for what she was. A freak! And then she met that Potter, and then she had you, and I knew you'd be just the same, just as strange, just as ... abnormal. And then, if you please, she went and got herself blown up. And we got landed with you.",Petunia Dursley,Human,Female,,466,0.0070552495,0.82448995,0.0038433135,0.029432837,0.12948933,0.005689281
4,1,Blown up? You told me my parents died in a car crash!,Harry Potter,Human,Male,Gryffindor,53,0.9900122,0.0013270765,0.0002942165,0.005358196,0.0025331187,0.00047513942
4,5,A car crash? A car crash kill James and Lily Potter?,Rubeus Hagrid,Half-Human/Half-Giant,Male,Gryffindor,52,0.07165758,0.09454274,0.01075847,0.13426797,0.6867105,0.0020627715
4,32,We had to tell him something.,Petunia Dursley,Human,Female,,29,0.018805439,0.21930331,0.010329718,0.6414382,0.104395926,0.005727431
4,5,It's an outrage! It's a scandal!,Rubeus Hagrid,Half-Human/Half-Giant,Male,Gryffindor,32,0.0012041482,0.002854047,0.0006686784,0.99310267,0.0016950704,0.0004753813
4,21,He'll not be going!,Vernon Dursley,Human,Male,,19,0.012045878,0.16561623,0.0035014523,0.7532204,0.064242624,0.0013733536
4,5,"Oh, and I suppose a great Muggle like yourself's going to stop him, are you?",Rubeus Hagrid,Half-Human/Half-Giant,Male,Gryffindor,76,0.0074751233,0.31922507,0.0039763697,0.6533139,0.014505377,0.0015041608
4,1,Muggle?,Harry Potter,Human,Male,Gryffindor,7,0.011073338,0.16081572,0.0084039075,0.21380253,0.6000349,0.0058696014
4,5,"Non magic folk.  This boy's had his name down ever since he was born!  He's going to the finest school of witchcraft and wizardry in the world, and he'll be under the finest headmaster that Hogwarts has ever seen: Albus Dumbledore.",Rubeus Hagrid,Half-Human/Half-Giant,Male,Gryffindor,231,0.0068774708,0.9537479,0.004394411,0.022105344,0.011536158,0.0013387263
4,21,I will not pay for some crackpot old fool to teach him magic tricks!,Vernon Dursley,Human,Male,,68,0.005340335,0.04999913,0.001286839,0.9339967,0.00839451,0.000982577
4,5,"Never, insult Albus Dumbledore, in front of me.",Rubeus Hagrid,Half-Human/Half-Giant,Male,Gryffindor,47,0.0036819691,0.008002304,0.0017125906,0.97619015,0.009109038,0.001303925
4,31,Ahh!,Dudley Dursley,Human,Male,,4,0.0068302695,0.83468944,0.0062489477,0.13421543,0.016666634,0.0013492302
4,5,"Oh, um, I'd appreciate if you didn't tell anyone at Hogwarts about that. Strictly speaking, I'm not allowed to do magic.",Rubeus Hagrid,Half-Human/Half-Giant,Male,Gryffindor,120,0.02411048,0.5963132,0.011382633,0.2733792,0.091623634,0.0031908238
4,1,Okay.,Harry Potter,Human,Male,Gryffindor,5,0.009725785,0.7483449,0.004969596,0.19496226,0.040109865,0.0018875685
4,5,"Ooh, we're a bit behind schedule. Best be off.  Unless you'd rather stay, of course. Hmm?",Rubeus Hagrid,Half-Human/Half-Giant,Male,Gryffindor,89,0.023757795,0.8163878,0.008572896,0.10410214,0.044998165,0.0021812182
5,1,"First year students will require: three sets of work robes, one wand.",Harry Potter,Human,Male,Gryffindor,69,0.025407452,0.27102506,0.01768764,0.14686237,0.53027344,0.008744031
5,5,"Essential bit of equipment, Harry.",Rubeus Hagrid,Half-Human/Half-Giant,Male,Gryffindor,34,0.020342203,0.68299127,0.005768452,0.24163766,0.046908565,0.0023518566
5,1,"One pair of dragon-hide gloves.  Hagrid, do they mean for a real dragon?",Harry Potter,Human,Male,Gryffindor,72,0.008889537,0.6391135,0.00831341,0.26346362,0.07821924,0.0020006704
5,5,"Well, they don't mean for a penguin, do they? Heh. Crikey, but not a dragon.",Rubeus Hagrid,Half-Human/Half-Giant,Male,Gryffindor,76,0.024830667,0.58073217,0.012133924,0.34459832,0.032749414,0.004955469
5,1,But you like a dragon?,Harry Potter,Human,Male,Gryffindor,22,0.0056334743,0.066053905,0.0027199646,0.907292,0.016568696,0.0017318754
5,5,"Fast and misunderstood beasts, Harry. Fast and misunderstood.",Rubeus Hagrid,Half-Human/Half-Giant,Male,Gryffindor,61,0.028258076,0.18981044,0.008092225,0.7056878,0.066587865,0.0015635141
5,1,"All students must be equipped with...one standard size two pewter cauldron and may bring if they desire either an owl, a cat or a toad. Could we find all this in London?",Harry Potter,Human,Male,Gryffindor,169,0.0122175785,0.7013681,0.012071895,0.116696835,0.15463388,0.0030116655
5,5,If you know where to go.,Rubeus Hagrid,Half-Human/Half-Giant,Male,Gryffindor,24,0.009775195,0.9521024,0.0059590274,0.016317612,0.014805239,0.001040582
5,92,"Ah, Hagrid! The usual, I presume?",Tom,Human,Male,,33,0.0065316297,0.9178363,0.00386851,0.049345337,0.021535825,0.0008824527
5,5,"No thanks, Tom. I'm on official Hogwarts business today. Just helping young Harry here buy his school supplies.",Rubeus Hagrid,Half-Human/Half-Giant,Male,Gryffindor,111,0.00944428,0.89300877,0.004382893,0.053305987,0.037239593,0.002618512
5,92,Bless my soul. It's Harry Potter.,Tom,Human,Male,,33,0.005441813,0.96350414,0.02207127,0.006007936,0.002157979,0.00081684894
5,139,"Welcome back, Mr. Potter, welcome back.",Man,,,,39,0.0067764414,0.9560763,0.0041100453,0.025328355,0.0063873567,0.0013215183
5,132,"Doris Crockford, Mr. Potter. I can't believe I'm meeting you at last.",Goblin,,,,69,0.001496737,0.99096125,0.001919534,0.002968157,0.0017396779,0.00091463554
5,41,Harry P-potter. C-can't tell you how pleased I am to meet you.,Quirinus Quirrell,Human,Male,Ravenclaw,62,0.0011377663,0.9952683,0.00044834742,0.0014488396,0.00094352395,0.00075321126
5,5,"Hello, Professor. I didn't see you there. Harry, this is Professor Quirrell. He'll be your Defense Against the Dark Arts teacher at Hogwarts.",Rubeus Hagrid,Half-Human/Half-Giant,Male,Gryffindor,141,0.023842487,0.24899203,0.007406466,0.33793482,0.37563437,0.0061898334
5,1,"Oh, nice to meet you.",Harry Potter,Human,Male,Gryffindor,21,0.006101251,0.9647195,0.0077113723,0.014918551,0.0038095433,0.00273976
5,41,"F-fearfully fascinating subject. N-not that you need it, e-eh, Potter? Heheh.",Quirinus Quirrell,Human,Male,Ravenclaw,77,0.0012831277,0.98059857,0.0012561958,0.002067599,0.0029278544,0.011866544
5,5,"Yes, well, must be going now. Lots to buy. Heh.",Rubeus Hagrid,Half-Human/Half-Giant,Male,Gryffindor,47,0.010559429,0.93811256,0.004745249,0.03692854,0.008286823,0.0013675104
5,1,Goodbye.,Harry Potter,Human,Male,Gryffindor,8,0.9543601,0.030194163,0.0067463485,0.007163396,0.0011789618,0.00035697778
5,5,"See, Harry, you're famous!",Rubeus Hagrid,Half-Human/Half-Giant,Male,Gryffindor,26,0.00076469296,0.99666363,0.00049657765,0.0010819857,0.0006874001,0.00030577029
5,1,"But why am I famous, Hagrid? All those people back there, how is it they know who I am?",Harry Potter,Human,Male,Gryffindor,87,0.00044768603,0.9977069,0.0004003836,0.0004880893,0.0005311566,0.00042578502
5,5,"I'm not exactly sure I'm the right person to tell you that, Harry.  Welcome, Harry, to Diagon Alley.  Here's where you'll get your quills and ink, and over there all your bits and bobs for doing your wizardry.",Rubeus Hagrid,Half-Human/Half-Giant,Male,Gryffindor,209,0.0019547094,0.9758301,0.0021245563,0.010583977,0.008701037,0.0008057242
5,138,"It's a world class racing broom. Look at it, it's the new Nimbus 2000! It's the fastest model yet.",Boy,,,,98,0.0065110475,0.95751077,0.0046598213,0.023604188,0.0062818984,0.0014322884
6,1,"But, Hagrid, how am I to pay for all this? I haven't any money.",Harry Potter,Human,Male,Gryffindor,63,0.031153914,0.31686312,0.0049198237,0.56410044,0.077553846,0.0054088137
6,5,"Well, there's your money, Harry.  Gringotts, the Wizard Bank. T'aint no place safer, 'cept perhaps Hogwarts.",Rubeus Hagrid,Half-Human/Half-Giant,Male,Gryffindor,108,0.013964215,0.8931623,0.0066658305,0.05938416,0.025489673,0.0013338516
6,1,"Uh, Hagrid, what exactly are these things?",Harry Potter,Human,Male,Gryffindor,42,0.008794684,0.2176513,0.0053228373,0.62194437,0.14296731,0.003319508
6,5,"They're goblins, Harry. Clever as they come goblins, but not the most friendly of beasts. Best stick close to me.  Mr. Harry Potter wishes to make a withdrawal.",Rubeus Hagrid,Half-Human/Half-Giant,Male,Gryffindor,160,0.0007033999,0.9917936,0.0031914278,0.0021816222,0.0016707388,0.0004592795
6,130,And does Mr. Harry Potter have his key?,Merpeople,,,,39,0.010429573,0.27226186,0.007932256,0.13358597,0.573515,0.0022752956
6,5,"Oh. Wait a minute. Got it here somewhere. Hah. There's the little devil.  Oh, and there's something else as well.  Professor Dumbledore gave me this.  It's about you-know-what in vault you-know-which.",Rubeus Hagrid,Half-Human/Half-Giant,Male,Gryffindor,200,0.020506917,0.6945179,0.011899598,0.17660354,0.0922804,0.0041916356
6,130,Very well.,Merpeople,,,,10,0.0008323587,0.99100226,0.0010316203,0.004541217,0.0022185596,0.00037398853
6,30,"Vault 687. Lamp, please.  Key please.",Griphook,Goblin,Male,,37,0.011134369,0.80860895,0.010257877,0.10863018,0.059143227,0.0022254565
6,5,"Didn't think your mum and dad would leave you with nothing now, did ya?",Rubeus Hagrid,Half-Human/Half-Giant,Male,Gryffindor,71,0.9442133,0.011103223,0.00054161577,0.00770169,0.035654888,0.00078533526
6,30,Vault 713.,Griphook,Goblin,Male,,10,0.012681007,0.14298686,0.0077897687,0.6792974,0.15340155,0.0038434344
6,1,"What's in there, Hagrid?",Harry Potter,Human,Male,Gryffindor,24,0.013224607,0.3083351,0.008596378,0.3740633,0.29298937,0.0027912145
6,5,"Can't tell you, Harry. It's Hogwarts business. Very secret.",Rubeus Hagrid,Half-Human/Half-Giant,Male,Gryffindor,59,0.0376778,0.46455207,0.017356042,0.18735385,0.28778225,0.0052780136
6,30,Stand back.,Griphook,Goblin,Male,,11,0.024582595,0.09239897,0.0075206026,0.81134176,0.05709946,0.007056565
